F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,KELAS
0.810112904,0.80827553,0.809183393,0.808256816,0.808557327,0.80827553,0.807284808,0.808256816,0.807632409,0.806265617,0.806003818,0.806321721,0.804768769,1.229363498,1.024982983,1.276441607,1.353609218,1.229363498,1.798757515,1.276441607,1.745919759,2.072798904,2.425051153,2.106716439,18.90459259,40.93447201,26.95644845,41.1205119,54.87069539,40.93447201,80.83557916,41.1205119,91.87378335,113.3351954,137.5423571,107.2831294,0.88836058,0.866527314,0.873043556,0.866100006,0.870346412,0.866527314,0.854636489,0.866100006,0.863739603,0.851675954,0.846773884,0.851366861,234.871621,49.8380299,235.602544,48.97004365,235.528451,48.65495326,2483.829224,2398.065175,2367.304477,0.000747963,2.05E-10,7.70E-15,2.39E-14,-3.24E-28,-1.25E-19,2.40E-31,Hiu
0.095839105,0.084059601,0.090950969,0.084239587,0.083885791,0.084059601,0.078326961,0.084239587,0.078060373,0.073090003,0.07263584,0.073339048,1.675943314,3.320935829,2.895995822,3.164070776,2.896717172,3.320935829,5.019470147,3.164070776,3.798608931,5.520678272,6.751868873,5.264505,15.81055469,66.72259493,48.24660515,51.28772324,49.00049634,66.72259493,143.2216699,51.28772324,88.17508721,182.3160934,248.3493479,145.0395352,0.605151438,0.480827021,0.520968023,0.485022795,0.494913797,0.480827021,0.416522748,0.485022795,0.445804748,0.388251663,0.368111497,0.393475077,157.5797873,52.1098493,137.2586632,67.20073967,88.22036024,45.38595861,2715.436394,4515.939413,2059.885239,0.00164078,7.59E-07,1.00E-11,1.37E-11,1.39E-22,-1.18E-14,-8.05E-23,Hiu
0.04497633,0.034584806,0.039156595,0.034178801,0.035609144,0.034584806,0.029998551,0.034178801,0.031583038,0.027696183,0.026410802,0.027154674,5.082332662,7.895501204,5.755167959,7.969000597,9.015476429,7.895501204,10.26930052,7.969000597,11.3983567,11.99607207,13.05596146,12.21799805,140.8936096,268.0990386,164.8477078,271.5581187,343.6617247,268.0990386,405.8584113,271.5581187,510.6533902,540.2251748,610.7432426,552.0084889,0.417888093,0.302720036,0.362685887,0.296153061,0.303719338,0.302720036,0.240463854,0.296153061,0.258153053,0.216434292,0.197267201,0.206354038,110.5035002,45.36620664,93.93662704,45.08345276,64.37534087,60.1642156,2058.092705,2032.517712,3619.732839,0.001927162,8.67E-07,7.95E-12,1.03E-10,2.28E-22,9.62E-14,2.96E-21,Hiu
0.036486879,0.027979446,0.029853665,0.027281914,0.028635688,0.027979446,0.023695021,0.027281914,0.025532141,0.022939345,0.021279425,0.022303953,2.417662314,4.226257467,3.862550053,4.475775165,4.10033394,4.226257467,6.385879121,4.475775165,5.270445351,6.590739893,8.144636576,7.083998949,24.96047303,69.60297613,56.64854795,73.74134285,69.46180766,69.60297613,147.1283981,73.74134285,112.2074138,163.2556344,226.1191227,174.0433837,0.494067589,0.351409918,0.374098602,0.338711837,0.369385662,0.351409918,0.271782206,0.338711837,0.316761905,0.264582573,0.228789398,0.250554124,164.7752921,43.79935948,161.2329718,43.33466615,134.4145271,49.48886921,1918.383891,1877.89329,2449.148176,0.001346623,4.66E-07,2.56E-11,3.13E-12,2.46E-23,1.79E-15,1.35E-23,Hiu
0.052229214,0.042073989,0.045550681,0.040866295,0.040909672,0.042073989,0.036097854,0.040866295,0.037338567,0.034925407,0.033238446,0.033877826,1.825413335,2.969020622,2.464234875,2.959983115,3.057680192,2.969020622,4.125934046,2.959983115,3.803556317,4.619018786,5.153651786,4.573332047,11.87789566,32.20027323,21.7185694,28.27489233,32.8336264,32.20027323,60.90805526,28.27489233,51.99681816,80.19718403,96.9229625,69.7472628,0.496527122,0.371428657,0.42100598,0.363643334,0.358317693,0.371428657,0.300243058,0.363643334,0.311672747,0.277318072,0.26114897,0.271462757,230.5285577,25.98013454,148.012325,32.47395479,25.07767318,51.81041162,674.9673905,1054.55774,2684.318752,0.001495191,6.33E-07,3.05E-15,1.94E-12,-1.99E-26,2.11E-16,1.48E-25,Hiu
0.03922813,0.031588649,0.035085985,0.031603085,0.031161331,0.031588649,0.028619654,0.031603085,0.02872615,0.027159942,0.026740494,0.027151498,5.704656422,7.875138745,6.646982759,7.987919935,8.582037773,7.875138745,9.824480099,7.987919935,9.704765431,10.59244556,11.06038033,10.62066255,136.6764841,222.4270725,163.6361638,239.8883689,287.0840189,222.4270725,338.2040358,239.8883689,341.5471745,379.0713888,398.4435467,389.9093182,0.357214622,0.266365658,0.305335755,0.268657489,0.264529302,0.266365658,0.231722759,0.268657489,0.234460788,0.211228152,0.209887178,0.21299153,178.405318,30.25298406,122.349957,34.46115652,36.68073733,31.81071737,915.2430445,1187.571309,1011.92174,0.001685802,4.40E-07,2.72E-11,2.59E-11,-4.62E-23,1.39E-14,6.85E-22,Hiu
0.060228303,0.048212795,0.05255072,0.048494513,0.050349701,0.048212795,0.043828446,0.048494513,0.046605815,0.041216189,0.04042705,0.041508428,4.466675824,7.272804954,6.103294085,6.698868022,6.959421488,7.272804954,9.638392939,6.698868022,8.454935543,10.94266644,11.8559845,9.741130031,88.18154762,221.0316348,156.7643836,187.0901172,211.8532691,221.0316348,387.0602372,187.0901172,305.9904604,484.4003735,561.1110373,393.2388837,0.393599426,0.290354571,0.325344785,0.296102342,0.309171085,0.290354571,0.248274477,0.296102342,0.275383845,0.228075161,0.216638715,0.234230433,142.1176164,40.42094536,96.6943653,48.8051098,49.70616438,75.00513984,1633.852824,2381.938743,5625.771003,0.001525873,1.22E-07,6.63E-12,7.68E-12,5.48E-23,-1.15E-15,3.83E-25,Hiu
0.039812787,0.035912711,0.039165131,0.035851899,0.033897572,0.035912711,0.033196757,0.035851899,0.032694309,0.032259642,0.031687332,0.032296331,2.478448707,3.094640505,2.556148198,3.215144797,3.743210907,3.094640505,3.886168672,3.215144797,4.370316903,4.281328953,4.576338688,4.480772321,18.78642535,27.84611453,18.78790387,32.79929536,46.44590874,27.84611453,46.69704211,32.79929536,67.21153773,58.25104452,67.77610442,69.52426504,0.392123915,0.338813436,0.383087854,0.336990538,0.310395701,0.338813436,0.301323361,0.336990538,0.294657214,0.289235498,0.281836964,0.289817824,173.3302433,27.2047819,136.4297056,28.70562989,48.73723778,36.86978517,740.1001582,824.0131876,1359.381058,0.001568064,4.81E-07,1.26E-12,5.95E-12,-3.13E-24,-3.83E-15,1.60E-23,Hiu
0.069866192,0.057768084,0.064483995,0.058002913,0.056776364,0.057768084,0.051916156,0.058002913,0.050905866,0.047394933,0.046748995,0.04771181,2.640179292,3.957789152,2.788787583,3.559958269,4.600113388,3.957789152,4.853570963,3.559958269,6.193616087,6.409581611,6.490566243,5.757967962,37.87633536,78.51328747,39.35796592,61.20691814,105.6191199,78.51328747,108.5938563,61.20691814,188.7971584,189.9500122,190.9932395,151.8631145,0.551969056,0.459990651,0.522021085,0.464874067,0.444136107,0.459990651,0.407759044,0.464874067,0.389931588,0.360382433,0.35480066,0.365449084,177.9151448,53.20577896,103.9534736,32.48565575,20.35719424,35.70866355,2830.854915,1055.31783,1275.108652,0.002035768,6.82E-07,3.39E-11,4.99E-11,-6.76E-22,6.13E-15,-1.94E-21,Hiu
0.062724952,0.051089097,0.054745779,0.050027759,0.052617178,0.051089097,0.044430044,0.050027759,0.047235894,0.042304022,0.039386533,0.040629284,1.010440214,2.043838136,1.76303207,1.996945345,1.80074659,2.043838136,3.108622579,1.996945345,2.449662494,3.481789402,4.205886447,3.393990136,7.855587954,25.33293918,18.91940233,25.00714213,25.09719519,25.33293918,59.09791012,25.00714213,46.79723716,75.96242461,106.8583919,74.44166746,0.718392351,0.582607548,0.618868291,0.579225276,0.609192525,0.582607548,0.502724505,0.579225276,0.547079965,0.478177911,0.438846523,0.463137308,203.5723664,47.27101812,142.8594911,41.72479354,9.296139586,20.50519702,2234.549154,1740.958396,420.4631047,0.001807387,8.28E-07,5.04E-11,7.70E-11,3.28E-21,6.38E-14,3.50E-21,Hiu
0.059996336,0.048551335,0.053339372,0.047282168,0.050315417,0.048551335,0.041979527,0.047282168,0.044954067,0.039144303,0.03632718,0.037583035,1.165171275,2.243909137,2.001353586,2.470115649,2.042654998,2.243909137,3.582192737,2.470115649,2.737798709,3.826907585,4.915025385,4.266978687,14.08674144,36.74637425,28.33504091,41.845393,40.34476228,36.74637425,81.94091306,41.845393,67.35007849,98.86713455,140.8876269,114.4914844,0.725152577,0.603799941,0.644800369,0.589655059,0.625314153,0.603799941,0.524639971,0.589655059,0.566711332,0.4927565,0.446229337,0.470909616,164.6934375,51.31318373,109.3589019,40.14654736,42.17490451,47.47753031,2633.042825,1611.745265,2254.115884,0.001872509,1.05E-06,3.69E-11,1.33E-11,1.54E-23,1.35E-14,2.94E-22,Hiu
0.071241808,0.058547977,0.067213528,0.058666997,0.056883818,0.058547977,0.054136902,0.058666997,0.050868745,0.048156835,0.049035768,0.048196141,1.384062269,2.20353525,1.645876331,2.011946848,2.414295546,2.20353525,2.800020531,2.011946848,3.146533086,3.53050222,3.585144928,3.187848535,8.39209944,19.66310134,11.36485258,15.87264488,25.19075611,19.66310134,32.19501109,15.87264488,43.28324041,51.38080823,52.36116601,40.8348119,0.621031774,0.510785299,0.579469482,0.515700023,0.496248014,0.510785299,0.461856602,0.515700023,0.438676015,0.407056805,0.411357891,0.410823895,169.5160255,24.40132696,111.0158417,38.76925477,26.51475129,39.25351153,595.4247575,1503.055115,1540.838168,0.001705987,7.69E-07,1.71E-11,3.24E-12,1.53E-23,2.50E-15,-1.86E-23,Hiu
0.064985395,0.057765455,0.066387507,0.057784252,0.054859095,0.057765455,0.056965312,0.057784252,0.049652416,0.048129125,0.052036932,0.048158047,4.180699068,5.608118105,4.721593183,5.808142363,6.498402398,5.608118105,7.143605241,5.808142363,7.642539333,7.699785313,8.131977436,7.838691373,99.63937417,156.9892036,123.9852454,178.1516417,210.6467422,156.9892036,254.6886181,178.1516417,267.16075,263.8853797,306.8396574,282.125342,0.523624911,0.457821016,0.52180775,0.457768396,0.43080225,0.457821016,0.438958029,0.457768396,0.385286401,0.377816871,0.399148114,0.376775803,70.60788822,72.88639503,72.52632601,71.09844769,71.19712575,69.73448322,5312.426581,5054.989264,4862.89815,0.001988206,2.47E-07,1.06E-10,1.93E-10,-2.01E-21,-8.50E-14,2.76E-20,Panda
0.04100864,0.034292412,0.040735818,0.034511942,0.031829273,0.034292412,0.031892492,0.034511942,0.027870087,0.027108344,0.028106025,0.02738031,3.219667918,4.889427376,3.678272273,4.72074926,5.693510008,4.889427376,6.387509267,4.72074926,7.629169564,8.195463283,8.462765399,7.843916442,39.26702737,89.49020505,55.10954312,81.55420948,120.6996732,89.49020505,158.6769844,81.55420948,214.2606067,244.4408561,262.7609393,215.4853262,0.427332333,0.333669549,0.409275125,0.335585389,0.304055246,0.333669549,0.290702609,0.335585389,0.248228691,0.235368851,0.238572242,0.239711625,43.38003687,48.30806671,58.66723028,50.17021537,53.40039063,49.8875717,2333.66931,2517.05051,2488.76981,0.002686624,1.16E-06,7.49E-10,3.64E-10,-2.41E-20,-6.13E-14,1.89E-19,Panda
0.019118831,0.016377081,0.019164761,0.016586389,0.015172916,0.016377081,0.015242908,0.016586389,0.013690684,0.013565677,0.013722168,0.013712043,7.985758457,11.39239246,8.871277709,11.27674387,13.49047047,11.39239246,14.92630052,11.27674387,17.08461455,17.62524522,18.74141002,17.67429311,170.1910225,343.6549843,211.3395967,332.7165162,489.873223,343.6549843,591.8976982,332.7165162,789.3284985,820.7809818,916.4510884,818.9592975,0.221144539,0.171337583,0.212158205,0.172758646,0.151756191,0.171337583,0.146316208,0.172758646,0.127110314,0.123100081,0.122140198,0.124560819,90.30609831,61.57628518,104.8874839,63.92297033,97.34193856,64.3706551,3791.638897,4086.146136,4143.581238,0.001733206,3.49E-07,1.18E-10,1.07E-10,1.02E-20,2.55E-14,-6.35E-21,Panda
0.027116459,0.023935615,0.026565399,0.023814511,0.022600021,0.023935615,0.022117397,0.023814511,0.020739736,0.020433616,0.02038146,0.020417155,4.323857591,6.518473428,5.228418919,6.501294087,7.487169241,6.518473428,9.004045113,6.501294087,9.807216251,10.52088689,11.64509639,10.67162747,65.68724797,161.352196,104.9719054,146.5868451,200.2636698,161.352196,312.3778586,146.5868451,345.3114411,417.6574156,516.3490422,404.3013109,0.308073387,0.242513988,0.294720092,0.238805951,0.213048464,0.242513988,0.205799977,0.238805951,0.180592089,0.178575288,0.17748794,0.175449505,101.1271619,64.94634062,103.601036,66.30141221,94.82664318,76.37613837,4218.02716,4395.877261,5833.314513,0.001647338,3.54E-07,7.67E-11,6.29E-12,-1.32E-22,-3.39E-16,-4.00E-23,Panda
0.025663677,0.021729353,0.024547898,0.021577007,0.020049958,0.021729353,0.019339957,0.021577007,0.017864871,0.017756485,0.017198489,0.017551831,5.594282989,8.097191735,6.326155943,8.049219714,10.00219402,8.097191735,11.14203496,8.049219714,13.64775569,13.76588943,15.05218664,13.73914818,103.5271177,212.2440537,133.0611887,213.5012177,319.8907136,212.2440537,397.3241164,213.5012177,570.9985844,586.107417,689.1176875,585.8422179,0.291607427,0.224936979,0.271714526,0.226319213,0.196767849,0.224936979,0.183391657,0.226319213,0.15943112,0.156533426,0.147433171,0.156171633,62.69313197,69.27226766,82.66153197,65.96800828,76.01400816,66.76425741,4798.647067,4351.778117,4457.466068,0.001976836,1.99E-07,5.87E-10,2.04E-10,-4.64E-21,-2.46E-14,-7.07E-20,Panda
0.023295537,0.018719185,0.021450255,0.018810728,0.017701534,0.018719185,0.016736503,0.018810728,0.015409321,0.014967331,0.014734876,0.01498852,4.038295752,6.164474919,4.658852152,5.852867206,7.207408796,6.164474919,7.699285714,5.852867206,9.921826839,10.07031408,10.09570799,9.720999698,65.31436402,148.0340461,84.85199002,121.7419827,202.329023,148.0340461,219.9792857,121.7419827,377.4732114,385.5386041,363.3360604,329.2184034,0.349524224,0.248162521,0.309521116,0.25432685,0.229328914,0.248162521,0.203969687,0.25432685,0.180980387,0.167346252,0.161483361,0.171396603,77.00873292,56.21017424,88.69879503,55.4843542,91.32442236,56.33890058,3159.583688,3078.513561,3174.071719,0.002010515,5.49E-07,2.66E-11,7.21E-11,2.41E-21,-4.23E-14,-2.04E-21,Panda
0.029342985,0.025481682,0.029030816,0.025114863,0.023415174,0.025481682,0.023339036,0.025114863,0.020934504,0.0210268,0.021048933,0.020746406,3.613050902,5.129387425,4.080073892,5.637622712,6.490877161,5.129387425,7.104618945,5.637622712,8.866083522,8.722440543,9.395296846,9.5309338,42.38129432,81.94529439,57.70340517,101.9331681,133.0336075,81.94529439,170.8308269,101.9331681,244.1902717,233.44688,291.4560946,285.6130072,0.363460154,0.289286558,0.356060059,0.278805405,0.247120198,0.289286558,0.244983379,0.278805405,0.199908021,0.201841904,0.199897656,0.193401386,93.70255914,69.62316739,96.94450077,67.77075799,95.0398894,69.91678767,4847.385437,4592.875639,4888.357198,0.001707732,5.63E-07,5.39E-10,4.15E-10,1.82E-19,2.87E-13,7.30E-20,Panda
0.027264965,0.02461969,0.028569243,0.024693448,0.022906244,0.02461969,0.023878408,0.024693448,0.021506889,0.021676578,0.022301364,0.021776423,6.76933353,8.816978403,6.841077577,8.763711902,10.46021272,8.816978403,10.46496721,8.763711902,12.70561144,12.47878426,12.40619907,12.46889731,234.4806732,454.6031992,330.0208361,443.2574749,555.1387815,454.6031992,717.4202521,443.2574749,790.7142299,844.3175878,915.5817888,847.206076,0.294663415,0.250278402,0.327082587,0.252708662,0.216285066,0.250278402,0.237550255,0.252708662,0.193508243,0.19816892,0.209260132,0.201233947,72.28682794,71.73053831,108.1966023,77.08595757,66.90575251,73.14691868,5145.270126,5942.244854,5350.471712,0.001826925,7.08E-07,5.69E-11,1.45E-10,-7.09E-21,-1.09E-13,-1.11E-20,Panda
0.033764089,0.032233335,0.034468502,0.032150911,0.03083373,0.032233335,0.03193673,0.032150911,0.029223046,0.029606404,0.030647517,0.029467898,8.543911411,11.4312057,9.116638848,11.28316674,13.75351425,11.4312057,14.37656448,11.28316674,17.35031929,17.44445476,17.83682671,17.24585592,289.9563249,509.9990962,340.8151127,480.6595646,691.1128668,509.9990962,787.640432,480.6595646,1000.644641,1028.500597,1106.888021,986.920224,0.274652941,0.217464296,0.281171932,0.217131223,0.191006482,0.217464296,0.197209861,0.217131223,0.156397635,0.151114412,0.161884957,0.150223284,128.0493802,76.73649194,132.1987091,73.25352784,127.8395828,76.52261057,5888.489196,5366.079341,5855.709929,0.001360272,3.29E-07,1.44E-11,2.29E-11,4.10E-22,-2.96E-15,6.37E-23,Panda
0.076780359,0.071830145,0.077003973,0.071919293,0.069921014,0.071830145,0.070862796,0.071919293,0.066358462,0.065773402,0.067623209,0.065728473,4.229695594,6.16374003,4.89659853,5.892867176,7.191029412,6.16374003,7.851472557,5.892867176,9.295705489,9.338799046,9.755769282,9.222104998,77.27017089,154.9148176,103.1676847,145.9628121,216.4603663,154.9148176,251.7240884,145.9628121,356.260921,342.3536445,385.6780496,350.0592933,0.459739538,0.390635124,0.44015565,0.390745043,0.366117214,0.390635124,0.354192937,0.390745043,0.323042964,0.316346478,0.315670408,0.314622616,86.92896267,88.06873111,106.06608,87.38344244,97.99978667,87.37606949,7756.101399,7635.866012,7634.57752,0.001571523,5.78E-07,3.75E-11,8.24E-11,-4.54E-21,-4.98E-14,-5.79E-22,Panda
0.017978299,0.015252344,0.018017267,0.01526769,0.01378062,0.015252344,0.013747326,0.01526769,0.012176919,0.01204222,0.012021298,0.012028159,5.882816776,8.158954767,5.865150685,7.949346729,10.56753441,8.158954767,10.62198648,7.949346729,14.50688339,14.28431946,14.67602458,13.970785,117.1769894,216.9673639,128.3011465,223.7995103,352.2242588,216.9673639,383.732891,223.7995103,623.7227515,610.7314942,668.1774444,619.9382843,0.25881822,0.198061248,0.256626901,0.200154391,0.167025075,0.198061248,0.164276103,0.200154391,0.132879585,0.130537987,0.129572983,0.131817552,110.6570198,64.6689857,112.4217192,63.44735288,111.6939386,62.95411798,4182.077711,4025.566588,3963.220971,0.001731878,9.72E-07,7.05E-13,1.63E-11,-1.40E-23,1.59E-14,-5.36E-23,Panda
0.044197279,0.037880199,0.042885215,0.038045567,0.036392047,0.037880199,0.035601947,0.038045567,0.033146473,0.032211879,0.032766067,0.032326766,4.279184731,5.865186418,4.611122449,5.646853377,6.920018665,5.865186418,6.992700037,5.646853377,8.941081553,8.856561311,8.736553114,8.541807429,81.84894451,146.8510262,102.1483601,136.4509394,202.2456892,146.8510262,225.7213007,136.4509394,336.255424,332.7540397,356.0730513,312.1808785,0.400666488,0.327148356,0.406495546,0.329490936,0.294571949,0.327148356,0.302181473,0.329490936,0.250526925,0.246342236,0.259081399,0.249270078,123.2958161,89.99909523,126.9921301,90.85165958,128.2408361,91.03122971,8099.837142,8254.024049,8286.684782,0.001443251,7.85E-07,2.68E-10,1.63E-10,3.11E-20,8.83E-14,1.36E-20,Panda
0.065788513,0.064055905,0.066190573,0.064258246,0.063021451,0.064055905,0.06344415,0.064258246,0.061421169,0.061290036,0.062025831,0.061703007,5.229580506,6.812853339,4.933761466,6.249819455,8.093660026,6.812853339,7.505327556,6.249819455,10.08906708,9.739444914,9.159040586,9.220313534,123.2850738,202.7999052,109.6431066,154.9834482,265.1358378,202.7999052,227.6470124,154.9834482,381.6894728,368.5304171,318.7062114,307.1291354,0.393474791,0.335366289,0.411947731,0.335526124,0.288346229,0.335366289,0.304439264,0.335526124,0.240181772,0.247811777,0.253896138,0.246984817,106.8053644,81.57646826,126.5162543,76.18227221,119.4051618,77.49467353,6654.720173,5803.738599,6005.424426,0.001574652,7.97E-07,1.75E-10,1.38E-10,2.05E-20,1.16E-13,5.91E-21,Panda
0.014976411,0.012468299,0.014217791,0.012505675,0.011835181,0.012468299,0.011329746,0.012505675,0.010838594,0.010429142,0.010349249,0.010508271,9.536978134,12.50933904,11.13355871,13.22532371,13.53898375,12.50933904,15.20737974,13.22532371,14.95690013,16.20851851,16.78534527,16.45144655,314.4777056,501.8822272,434.3835333,580.5821584,570.9656633,501.8822272,743.116148,580.5821584,650.7781427,787.1087363,858.4528645,827.6585616,0.231719113,0.167445574,0.211701788,0.17150061,0.153871064,0.167445574,0.141207424,0.17150061,0.127051375,0.11682781,0.115500951,0.120707569,99.36444162,64.7077163,109.9699565,66.45570218,113.1339014,70.60351436,4187.088549,4416.360352,4984.85624,0.001654836,8.84E-07,3.59E-11,3.96E-11,1.44E-21,3.71E-14,3.73E-22,Panda
0.01682643,0.014640607,0.016709188,0.014210127,0.012866039,0.014640607,0.012790224,0.014210127,0.011306692,0.011635994,0.011209527,0.011259477,6.719453812,8.657438179,7.421566061,10.04304914,11.79510848,8.657438179,12.82941948,10.04304914,15.45430424,13.86057882,16.51153251,16.02594477,124.7190308,216.4949032,168.258454,296.0166244,377.9223912,216.4949032,488.6212521,296.0166244,631.1686638,533.9985173,770.7694737,709.4022406,0.239422039,0.196157728,0.244014034,0.184158119,0.157542915,0.196157728,0.158589618,0.184158119,0.125822708,0.13262014,0.125415691,0.122182918,86.44606819,62.73311955,126.2170481,62.58591768,141.2928544,70.2641157,3935.444288,3916.997092,4937.045956,0.001651986,8.13E-07,2.56E-11,1.52E-11,-2.52E-22,-1.37E-14,1.65E-22,Panda
0.019622,0.017453336,0.019273044,0.017530635,0.016490997,0.017453336,0.016153475,0.017530635,0.015324195,0.015129977,0.014822139,0.015173581,12.37406864,15.97723324,13.16305006,16.46893185,19.3578171,15.97723324,20.18208955,16.46893185,23.42303818,23.30755441,24.091625,23.53803608,514.5427913,815.9293555,582.3202833,901.9237431,1179.69926,815.9293555,1266.504035,901.9237431,1600.244194,1555.128061,1646.239708,1637.315962,0.194364569,0.15483308,0.186590939,0.157861106,0.13793234,0.15483308,0.134278592,0.157861106,0.118596711,0.116660006,0.112832461,0.118634216,100.4977148,82.25110185,109.621237,81.96796902,105.0339217,82.55770493,6765.243755,6718.747945,6815.774643,0.001452577,7.86E-07,8.91E-11,4.50E-11,2.54E-21,3.68E-14,1.30E-21,Panda
0.034497077,0.027722912,0.031917389,0.027866944,0.026397702,0.027722912,0.024582551,0.027866944,0.023498979,0.022313635,0.021885317,0.022443929,3.967648934,6.76736711,5.354346439,6.442411607,6.559845056,6.76736711,8.755230126,6.442411607,8.405689214,10.46258202,11.23858316,9.886944791,74.49623609,181.6008955,116.0087538,156.7263539,188.2748984,181.6008955,282.7218445,156.7263539,304.0944444,399.3134812,446.161609,356.3569801,0.360606971,0.249301401,0.307441976,0.253307061,0.242143514,0.249301401,0.205038421,0.253307061,0.200067285,0.17190666,0.167826429,0.176296794,53.10162326,48.51049315,57.71554688,50.36188206,63.59162905,54.3947394,2353.267945,2536.319165,2958.787675,0.003017108,9.22E-07,1.78E-09,5.76E-10,8.86E-20,1.46E-13,-5.76E-19,Panda
0.026409438,0.022621523,0.026111446,0.023434525,0.020934309,0.022621523,0.020892004,0.023434525,0.018783297,0.018721692,0.018727537,0.019422277,6.599361485,8.763098586,6.930062186,9.107903821,11.24893028,8.763098586,11.61451826,9.107903821,14.92815967,14.30735409,15.1870159,14.84116047,168.9192746,284.6227407,191.570828,327.9503796,464.9732697,284.6227407,506.3433756,327.9503796,763.2777202,690.6337114,801.3154035,781.5803329,0.297985253,0.236109879,0.296812025,0.249375303,0.210050017,0.236109879,0.210129349,0.249375303,0.173017443,0.169531848,0.172952931,0.179786229,91.49437075,70.24382691,94.6443835,69.51192983,91.4455102,70.0044849,4934.195219,4831.908388,4900.627907,0.002076253,6.14E-07,5.29E-11,7.58E-11,-3.78E-21,-5.84E-14,2.97E-21,Panda
0.025563674,0.021889747,0.025533352,0.021805576,0.019198775,0.021889747,0.019165656,0.021805576,0.01643312,0.016742321,0.016413845,0.016663499,5.970787192,7.136427592,5.841664212,7.363057682,8.854183617,7.136427592,8.683057851,7.363057682,10.72315804,10.13227877,10.37737356,10.31115762,146.6394202,192.2736339,135.9008336,202.8770556,283.6950753,192.2736339,263.2080756,202.8770556,374.6026652,334.6363814,339.8828571,338.2366472,0.322198902,0.254276447,0.317618114,0.255256744,0.211467108,0.254276447,0.207265687,0.255256744,0.1643317,0.167281776,0.161474901,0.168069149,95.49150206,50.14357023,127.9920723,56.36761085,126.7790035,55.14465744,2514.377635,3177.307553,3040.933245,0.001453099,3.03E-07,9.21E-12,4.13E-12,-1.44E-23,-1.30E-15,-2.10E-23,Panda
